ID,Name,Start time,Duration,Place,Address,Tickets link,Description 1,Hashtags,Prices lower,Prices upper,End time
175,ЗА ДВОМА ЗАЙЦЯМИ,2024-06-05 18:00:00,165,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109529?utm_referrer=lviv.kontramarka.ua/uk/za-dvoma-zajcami-76466.html&siteShowId=76466&siteEventId=205725,,#Комедія ,60,300,2024-06-05 20:45:00
176,ЗА ДВОМА ЗАЙЦЯМИ,2024-06-13 18:00:00,165,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109544?utm_referrer=lviv.kontramarka.ua/uk/za-dvoma-zajcami-76466.html&siteShowId=76466&siteEventId=205734,,#Комедія ,60,300,2024-06-13 20:45:00
177,Наталка Полтавка,2024-06-06 18:00:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109533?utm_referrer=lviv.kontramarka.ua/uk/natalka-poltavka-42767.html&siteShowId=42767&siteEventId=205726,"У театрі Заньковецької відбудеться вистава ""Наталка Полтавка"" у Львові!",#Комедія #Драма ,60,300,2024-06-06 20:00:00
178,П'ЯТЬ ПІСЕНЬ ПОЛІССЯ,2024-06-07 18:00:00,90,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109567?utm_referrer=lviv.kontramarka.ua/uk/pat-pisen-polissa-74545.html&siteShowId=74545&siteEventId=205759,"Про що наші «5 пісень Полісся» та про нас з Вами наші вади які ми приховуємо, але так любимо їх бачити в інших. Жартома і серйозно ми заспіваємо та розповімо Вам про:",,200,200,2024-06-07 19:30:00
179,НАТАЛІЯ МОГИЛЕВСЬКА. ДОНЬКИ,2024-05-22 19:00:00,120,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget512site1001/widget/event/100163252?utm_referrer=lviv.kontramarka.ua/uk/natalia-mogilevska-donki-91380.html&siteShowId=91380&siteEventId=200257,,,380,860,2024-05-22 21:00:00
180,«Конотопська відьма»,2024-05-27 18:00:00,80,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget511site1008/widget/event/100164893?utm_referrer=lviv.kontramarka.ua/uk/konotopska-vidma-91299.html&siteShowId=91299&siteEventId=206304,"Відьми - норовливий народ: роблять не так, як їх просять, а так, як їм заманеться Вистава «Конотопська відьма» -це не чиста комедія, це – казка для дорослих з дуже жорстоким фіналом.",,250,500,2024-05-27 19:20:00
181,Чоловік моєї дружини,2024-05-29 18:00:00,120,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget512site1001/widget/event/100164508?utm_referrer=lviv.kontramarka.ua/uk/colovik-moei-druzini-62235.html&siteShowId=62235&siteEventId=205884,"Уявіть: чоловік, власник квартири, чекає на свою дружину. У двері дзвонить гість, зовсім незнайомий чоловік, і каже, що він далекий родич дружини господаря. Такого родича дружини господаря ніхто не знає, і його це дуже бентежить. Але... Незабаром гість заявляє, що не лише далекий родич дружини господаря, а й чоловік. Інтрига закручується у вузол, який обов'язково треба розплутати... Глядачі завжди радіють появі яскравих комедій. ""Чоловік моєї дружини"" - саме та комедія, яка змусить глядачів забути про все.",#Комедія ,340,760,2024-05-29 20:00:00
182,«Ladies’ Night»,2024-05-30 18:00:00,80,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget512site1008/widget/event/100163877?utm_referrer=lviv.kontramarka.ua/uk/ladies-night-92150.html&siteShowId=92150&siteEventId=202050,ОБНАдійлива шоу-комедія LADIES’ NIGHT,#Комедія ,390,750,2024-05-30 19:20:00
183,«Чоловіки легкої поведінки»,2024-06-03 18:00:00,80,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget511site1008/widget/event/100164894?utm_referrer=lviv.kontramarka.ua/uk/coloviki-legkoi-povedinki-93584.html&siteShowId=93584&siteEventId=206298,"Коли настають складні часи – чого тільки не зробиш заради грошей! А заради великих грошей можна ризикнути і по повній! Двоє мужиків вирішують заробити на новий рік продавши себе, як поп зірок минулого. Дуже далекого минулого. Переодягнувшись у гламурних жіночок вони з блиском реалізовують задумане поки в одну з них не закохується мільярдер і щоб їх не викрили доводиться імпровізувати.",#Комедія ,250,500,2024-06-03 19:20:00
184,Вистава «Я саме той хто вам потрібен»,2024-06-06 19:00:00,80,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget508site1008/widget/event/100163155?utm_referrer=lviv.kontramarka.ua/uk/vistava-a-same-toj-hto-vam-potriben-91257.html&siteShowId=91257&siteEventId=199860,«Я саме той хто вам потрібен».,#Комедія ,200,600,2024-06-06 20:20:00
185,«Повія»,2024-06-10 18:00:00,80,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget511site1008/widget/event/100164926?utm_referrer=lviv.kontramarka.ua/uk/povia-93618.html&siteShowId=93618&siteEventId=206409,"Дівчина Христина, волею долі та бідності, втративши батька та матір, рятуючись від бридких домагань шукає притулок та роботу у великому місті. Після багатьох поневірянь зради та відчаю доля ніби насміхаючись над дівчиною надає їй шанс вижити у елітному київському кабаре.Чергова прем’єраMODERN THEATREвід всесвітньо відомого режисера Дмитра Рачковського, в якій метр виступає ще й як драматург.",,250,500,2024-06-10 19:20:00
186,Про що мовчать чоловіки,2024-06-11 18:30:00,150,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget512site1001/widget/event/100165026?utm_referrer=lviv.kontramarka.ua/uk/pro-so-movcat-coloviki-74451.html&siteShowId=74451&siteEventId=206678,"На підтримку ЗСУ та людей покажуть виставу «Про що мовчать чоловіки або дикун FOREVER» у Львові, яку понад 700 разів була поставлена на Бродвеї. Подивитися її можна 6 квітня у Палаці залізничників «Рокс», попередньо купивши квитки.",,340,690,2024-06-11 21:00:00
187,Як виростити чоловіка у домашніх умовах,2024-06-12 18:30:00,150,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget512site1001/widget/event/100165006?utm_referrer=lviv.kontramarka.ua/uk/ak-virostiti-colovika-u-domasnih-umovah-80174.html&siteShowId=80174&siteEventId=206610,ЗІРКОВА ВИСТАВА У ЛЬВОВІ!,#Комедія ,340,940,2024-06-12 21:00:00
188,«Піди і випий море»,2024-06-14 19:00:00,80,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget508site1008/widget/event/100164933?utm_referrer=lviv.kontramarka.ua/uk/pidi-i-vipij-more-93647.html&siteShowId=93647&siteEventId=206473,«Піди і випий море»,,220,680,2024-06-14 20:20:00
189,Історії кохання для дорослих,2024-06-19 18:00:00,119,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget512site1007/widget/event/100164517?utm_referrer=lviv.kontramarka.ua/uk/istorii-kohanna-dla-doroslih-93153.html&siteShowId=93153&siteEventId=204808,"""Історії кохання…"", які ще називають діалогами про ""це"", – ефектна комедійна вистава за мотивами твору Збігнєва Ксьонджика. Теми, обговорювати які ризикне не кожний, зі сцени висвітлюватимуть неймовірні Олексій Вертинський, Людмила Смородіна, Анатолій Гнатюк, Ксенія Вертинська, Олександр Папуша, В'ячеслав Жила.",#Комедія ,200,700,2024-06-19 19:59:00
190,Наталка Полтавка,2024-05-19 12:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100163485?utm_referrer=lviv.kontramarka.ua/uk/natalka-poltavka-41764.html&siteShowId=41764&siteEventId=200866,"Легендарна історія про кохання і вірність за п'єсою Івана Котляревського, з якої починався український театр на початку ХІХ століття – опера “Наталка Полтавка” Миколи Лисенка.",#Опера ,100,500,2024-05-19 14:00:00
191,Наталка Полтавка,2024-06-09 12:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164680?utm_referrer=lviv.kontramarka.ua/uk/natalka-poltavka-41764.html&siteShowId=41764&siteEventId=205470,"Легендарна історія про кохання і вірність за п'єсою Івана Котляревського, з якої починався український театр на початку ХІХ століття – опера “Наталка Полтавка” Миколи Лисенка.",#Опера ,100,500,2024-06-09 14:00:00
192,"Спалахи пам""яті. Київська камерата",2024-05-19 15:00:00,60,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164920?utm_referrer=lviv.kontramarka.ua/uk/spalahi-pamati-kiivska-kamerata-93608.html&siteShowId=93608&siteEventId=206391,19 травня 15:00,,150,450,2024-05-19 16:00:00
193,Баядерка,2024-05-19 18:00:00,165,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100163488?utm_referrer=lviv.kontramarka.ua/uk/baaderka-42140.html&siteShowId=42140&siteEventId=200869,"У Львівській опері відбудеться один з найбільш відомих балетів композитора Людвіга Мінкуса і хореографа Маріуса Петіпа “Баядерка” у Львові. На нас чекає яскрава східна історія, сповнена пристрасті та підступності. Переносимось у Старовинну Індію, де колись мешкали прекрасні танцівниці (баядерки). Одна з них, Нікія, покохала воїна Солора. Але він був нареченим Гамзатті - доньки владного Великого браміна, який був закоханий у баядерку. Людська підступність та ревнощі привели до смерті Нікії - під час релігійного свята їй принесли квіти, у яких ховалась отруйна змія.",,100,750,2024-05-19 20:45:00
194,Баядерка,2024-06-29 17:00:00,165,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164698?utm_referrer=lviv.kontramarka.ua/uk/baaderka-42140.html&siteShowId=42140&siteEventId=205490,"У Львівській опері відбудеться один з найбільш відомих балетів композитора Людвіга Мінкуса і хореографа Маріуса Петіпа “Баядерка” у Львові. На нас чекає яскрава східна історія, сповнена пристрасті та підступності. Переносимось у Старовинну Індію, де колись мешкали прекрасні танцівниці (баядерки). Одна з них, Нікія, покохала воїна Солора. Але він був нареченим Гамзатті - доньки владного Великого браміна, який був закоханий у баядерку. Людська підступність та ревнощі привели до смерті Нікії - під час релігійного свята їй принесли квіти, у яких ховалась отруйна змія.",,100,750,2024-06-29 19:45:00
195,Корсар,2024-05-24 18:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100163484?utm_referrer=lviv.kontramarka.ua/uk/korsar-41766.html&siteShowId=41766&siteEventId=200865,"На сцені Театру опери та балету пройде постановка балету в двох діях за поемою Байрона ""Корсар"" у Львові. Неймовірно барвисте видовище за твором англійського поета-романтика вперше було поставлено на сцені Паризької Опери в 1856 році. Лібрето до балету написали А. Сент-Жорж і Ж. Мазільє, тут воно представлено в редакції Ю. Малхасянц. Використано музику Лео Деліба, Цезаря Пуньї, Петра Ольденбургського, Ріккардо Дрінго.",,100,750,2024-05-24 20:30:00
196,Набукко,2024-05-25 17:00:00,170,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100163491?utm_referrer=lviv.kontramarka.ua/uk/nabukko-41700.html&siteShowId=41700&siteEventId=200872,У Львівській національній опері відбудеться спектакль “Набукко”.,,100,500,2024-05-25 19:50:00
197,Білосніжка та семеро гномів,2024-05-26 12:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100163490?utm_referrer=lviv.kontramarka.ua/uk/bilosnizka-ta-semero-gnomiv-41698.html&siteShowId=41698&siteEventId=200871,Білосніжка та семеро гномів,#Балет ,100,500,2024-05-26 14:00:00
198,Украдене щастя,2024-05-26 17:00:00,160,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100163492?utm_referrer=lviv.kontramarka.ua/uk/ukradene-sasta-50153.html&siteShowId=50153&siteEventId=200873,Глибока життєва драма втілена в емоційній музиці Ю. Мейтуса до опери «Украдене щастя»????,#Опера ,100,500,2024-05-26 19:40:00
199,Украдене щастя,2024-06-08 17:00:00,160,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164681?utm_referrer=lviv.kontramarka.ua/uk/ukradene-sasta-50153.html&siteShowId=50153&siteEventId=205471,Глибока життєва драма втілена в емоційній музиці Ю. Мейтуса до опери «Украдене щастя»????,#Опера ,100,500,2024-06-08 19:40:00
200,Украдене щастя,2024-06-23 17:00:00,160,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164685?utm_referrer=lviv.kontramarka.ua/uk/ukradene-sasta-50153.html&siteShowId=50153&siteEventId=205483,Глибока життєва драма втілена в емоційній музиці Ю. Мейтуса до опери «Украдене щастя»????,#Опера ,100,500,2024-06-23 19:40:00
201,Прем'єра «Даремна обережність»,2024-05-31 18:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100163493?utm_referrer=lviv.kontramarka.ua/uk/premera-daremna-obereznist-84486.html&siteShowId=84486&siteEventId=200874,,,100,750,2024-05-31 20:00:00
202,Прем'єра «Даремна обережність»,2024-06-27 18:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164686?utm_referrer=lviv.kontramarka.ua/uk/premera-daremna-obereznist-84486.html&siteShowId=84486&siteEventId=205484,,,100,750,2024-06-27 20:00:00
203,Прем'єра «Даремна обережність»,2024-07-06 17:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164700?utm_referrer=lviv.kontramarka.ua/uk/premera-daremna-obereznist-84486.html&siteShowId=84486&siteEventId=205494,,,100,750,2024-07-06 19:00:00
204,Опера Запорожець за Дунаєм,2024-06-01 17:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164678?utm_referrer=lviv.kontramarka.ua/uk/premera-operi-zaporozec-za-dunaem-81201.html&siteShowId=81201&siteEventId=205468,Несподіване прочитання однієї з найвідоміших українських оперних історій!,#Опера ,100,750,2024-06-01 19:30:00
205,Опера Запорожець за Дунаєм,2024-06-02 12:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164679?utm_referrer=lviv.kontramarka.ua/uk/premera-operi-zaporozec-za-dunaem-81201.html&siteShowId=81201&siteEventId=205469,Несподіване прочитання однієї з найвідоміших українських оперних історій!,#Опера ,100,750,2024-06-02 14:30:00
206,Дон Кіхот,2024-06-02 17:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164716?utm_referrer=lviv.kontramarka.ua/uk/don-kihot-41774.html&siteShowId=41774&siteEventId=205533,Л. Мінкус. Балет «Дон Кіхот»,#Балет ,100,750,2024-06-02 19:30:00
207,Дон Кіхот,2024-06-07 18:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164682?utm_referrer=lviv.kontramarka.ua/uk/don-kihot-41774.html&siteShowId=41774&siteEventId=205472,Л. Мінкус. Балет «Дон Кіхот»,#Балет ,100,750,2024-06-07 20:30:00
208,Жізель,2024-06-09 17:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164677?utm_referrer=lviv.kontramarka.ua/uk/zizel-42859.html&siteShowId=42859&siteEventId=205467,А. Адан. Балет «Жізель»,#Балет ,100,1000,2024-06-09 19:00:00
209,Коли цвіте папороть,2024-06-21 18:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164683?utm_referrer=lviv.kontramarka.ua/uk/premera-koli-cvite-paporot-43355.html&siteShowId=43355&siteEventId=205473,"Євген Станкович ""Коли цвіте папороть""",,100,750,2024-06-21 20:00:00
210,Коли цвіте папороть,2024-06-22 17:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164684?utm_referrer=lviv.kontramarka.ua/uk/premera-koli-cvite-paporot-43355.html&siteShowId=43355&siteEventId=205474,"Євген Станкович ""Коли цвіте папороть""",,100,750,2024-06-22 19:00:00
211,Гуцулка Ксеня,2024-06-24 18:00:00,210,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget512site1001/widget/event/100163718?utm_referrer=lviv.kontramarka.ua/uk/guculka-ksena-73018.html&siteShowId=73018&siteEventId=201587,Мюзикл-сенсація «Гуцулка Ксеня» їде до Львова!,#Мюзикл ,690,1090,2024-06-24 21:30:00
212,Кармен,2024-06-28 18:00:00,200,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164695?utm_referrer=lviv.kontramarka.ua/uk/karmen-45636.html&siteShowId=45636&siteEventId=205487,НАЙВІДОМІША МУЗИЧНА ІСТОРІЯ ПРИСТРАСТІ ТА КОХАННЯ,#Опера ,100,1000,2024-06-28 21:20:00
213,Лис Микита,2024-06-30 14:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100164687?utm_referrer=lviv.kontramarka.ua/uk/premera-lis-mikita-57942.html&siteShowId=57942&siteEventId=205485,"У Львівській Національній  Опері відбудеться опера “Лис Микита” у Львові, українського композитора Івана Небесного, яку він написав  для нашого театру. Наша вистава поставлена спеціально для сімейного перегляду. Дітлахи спостерігатимуть за витівками хитрого лиса, а дорослі - розгледять за влучними метафорами гострі та актуальні проблеми. Недарма, лісовий світ - це подоба людського суспільства, часто не менш підступного і жорсткого.",#Опера ,100,750,2024-06-30 16:00:00
214,Стук-грюк,2024-05-19 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107444?utm_referrer=lviv.kontramarka.ua/uk/stukgruk-55490.html&siteShowId=55490&siteEventId=203691,"Важливо: для уникнення непорозумінь на вході нагадуємо, що всі відвідувачі, малюки та їх батьки, повинні мати окремий квиток. Вистава розрахована на 15 малюків максимум.",#Дитячий театр #Ляльковий спектакль #Казка ,200,200,2024-05-19 11:45:00
215,Стук-грюк,2024-06-01 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107459?utm_referrer=lviv.kontramarka.ua/uk/stukgruk-55490.html&siteShowId=55490&siteEventId=203710,"Важливо: для уникнення непорозумінь на вході нагадуємо, що всі відвідувачі, малюки та їх батьки, повинні мати окремий квиток. Вистава розрахована на 15 малюків максимум.",#Дитячий театр #Ляльковий спектакль #Казка ,200,200,2024-06-01 11:45:00
216,Стук-грюк,2024-06-02 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107461?utm_referrer=lviv.kontramarka.ua/uk/stukgruk-55490.html&siteShowId=55490&siteEventId=203711,"Важливо: для уникнення непорозумінь на вході нагадуємо, що всі відвідувачі, малюки та їх батьки, повинні мати окремий квиток. Вистава розрахована на 15 малюків максимум.",#Дитячий театр #Ляльковий спектакль #Казка ,200,200,2024-06-02 11:45:00
217,Стук-грюк,2024-06-22 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107474?utm_referrer=lviv.kontramarka.ua/uk/stukgruk-55490.html&siteShowId=55490&siteEventId=203720,"Важливо: для уникнення непорозумінь на вході нагадуємо, що всі відвідувачі, малюки та їх батьки, повинні мати окремий квиток. Вистава розрахована на 15 малюків максимум.",#Дитячий театр #Ляльковий спектакль #Казка ,200,200,2024-06-22 11:45:00
218,Стук-грюк,2024-06-23 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107476?utm_referrer=lviv.kontramarka.ua/uk/stukgruk-55490.html&siteShowId=55490&siteEventId=203721,"Важливо: для уникнення непорозумінь на вході нагадуємо, що всі відвідувачі, малюки та їх батьки, повинні мати окремий квиток. Вистава розрахована на 15 малюків максимум.",#Дитячий театр #Ляльковий спектакль #Казка ,200,200,2024-06-23 11:45:00
219,Знайдена Лялька,2024-05-19 12:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107445?utm_referrer=lviv.kontramarka.ua/uk/znajdena-lalka-54998.html&siteShowId=54998&siteEventId=203698,"У Львівському обласному театрі ляльок відбудеться дитяча вистава “Знайдена Лялька” у Львові. На вас чекає справжня еко-мандрівка разом з головною героїнею та її друзями, які теж опинилися у смітнику. Хто тут живе? Пластиковий телефон з Китаю, електрична Лампочка, старенький Черевик і Качанчик від яблука. У всіх них є дещо спільне - їх можна переробити, щоб не засмічувати нашу Планету.",#Дитячий театр #Ляльковий спектакль #Казка ,100,120,2024-05-19 12:50:00
220,Знайдена Лялька,2024-06-02 12:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107462?utm_referrer=lviv.kontramarka.ua/uk/znajdena-lalka-54998.html&siteShowId=54998&siteEventId=203726,"У Львівському обласному театрі ляльок відбудеться дитяча вистава “Знайдена Лялька” у Львові. На вас чекає справжня еко-мандрівка разом з головною героїнею та її друзями, які теж опинилися у смітнику. Хто тут живе? Пластиковий телефон з Китаю, електрична Лампочка, старенький Черевик і Качанчик від яблука. У всіх них є дещо спільне - їх можна переробити, щоб не засмічувати нашу Планету.",#Дитячий театр #Ляльковий спектакль #Казка ,100,120,2024-06-02 12:50:00
221,Знайдена Лялька,2024-06-04 12:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107463?utm_referrer=lviv.kontramarka.ua/uk/znajdena-lalka-54998.html&siteShowId=54998&siteEventId=203727,"У Львівському обласному театрі ляльок відбудеться дитяча вистава “Знайдена Лялька” у Львові. На вас чекає справжня еко-мандрівка разом з головною героїнею та її друзями, які теж опинилися у смітнику. Хто тут живе? Пластиковий телефон з Китаю, електрична Лампочка, старенький Черевик і Качанчик від яблука. У всіх них є дещо спільне - їх можна переробити, щоб не засмічувати нашу Планету.",#Дитячий театр #Ляльковий спектакль #Казка ,100,120,2024-06-04 12:50:00
222,По той бік ширми,2024-05-19 16:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107447?utm_referrer=lviv.kontramarka.ua/uk/po-toj-bik-sirmi-65697.html&siteShowId=65697&siteEventId=203700,"У Львівському  академічному обласному театрі ляльок відбудеться вистава майстер-клас з ляльковедення “По той бік ширми” у Львові, який відкриє глядачам секрети лялькового мистецтва. Адже лялька річ надзвичайна - людські руки створили її і вони ж можуть оживити її, дати їй душу, характер, голос. Це і є магія ляльковедення - актор-лялькар здатен зробити з ляльки героя, якого полюблять маленькі глядачі.",#Дитячий театр #Ляльковий спектакль #Казка ,150,150,2024-05-19 16:45:00
223,Маленька Фея,2024-05-22 12:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107448?utm_referrer=lviv.kontramarka.ua/uk/malenka-fea-64758.html&siteShowId=64758&siteEventId=203701,"Одвічна боротьба добра і зла - розгортається у виставі “Маленька фея”. Злий чаклун хоче захопити світ, перетворивши людей на ледачих та немічних. Та хлопець на ім’я Горан не хоче підкорюватись злу. Його працелюбності може позаздрити кожен. Допомагає йому боротись зі злими силами - Маленька Фея. Чи вдасться Горану перемогти, подолавши Фути-Нути та Відьму? Про це розповість вам яскрава казкова історія.",,100,120,2024-05-22 12:45:00
224,Маленька Фея,2024-06-08 12:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107466?utm_referrer=lviv.kontramarka.ua/uk/malenka-fea-64758.html&siteShowId=64758&siteEventId=203728,"Одвічна боротьба добра і зла - розгортається у виставі “Маленька фея”. Злий чаклун хоче захопити світ, перетворивши людей на ледачих та немічних. Та хлопець на ім’я Горан не хоче підкорюватись злу. Його працелюбності може позаздрити кожен. Допомагає йому боротись зі злими силами - Маленька Фея. Чи вдасться Горану перемогти, подолавши Фути-Нути та Відьму? Про це розповість вам яскрава казкова історія.",,100,120,2024-06-08 12:45:00
225,Засвітнє танго,2024-05-23 18:00:00,150,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107458?utm_referrer=lviv.kontramarka.ua/uk/zasvitne-tango-70428.html&siteShowId=70428&siteEventId=203714,Куди піти у Львові? На виставу «Засвітнє танго»!,,150,350,2024-05-23 20:30:00
226,Веселі Ангелята,2024-05-25 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107449?utm_referrer=lviv.kontramarka.ua/uk/veseli-angelata-66582.html&siteShowId=66582&siteEventId=203702,"У Львівському академічному обласному театрі ляльок відбудеться вистава “Веселі Ангелята” у Львові за однойменною книгою Марічки Крижанівської. Цю виставу ми підготували для наших найменших глядачів, які відвідають її разом зі своїми батьками. Отже у нашому світі живуть маленькі ангелики - це душі діток, які тільки мають народитися. А поки вони весело проводять час і намагаються вгадати, що на них чекає після народження. І ось, одного разу малі бешкетники відшукали книжку з описом життя на Землі і справ звичайних дітей. Тому Ангелики вирішили спробувати все і негайно! До того ж, вони мають чарівні хмарки і можуть зробити з них все, що забажають. Тому веселі розваги нашим героям і нашим глядачам забезпечені!",#Дитячий театр #Ляльковий спектакль #Казка ,200,200,2024-05-25 11:45:00
